,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
33450,29,services,married,secondary,no,368,yes,no,cellular,20,apr,16,5,-1,0,unknown,no
42402,39,services,married,secondary,no,323,no,no,cellular,3,dec,1804,3,182,3,other,no
19724,54,management,married,tertiary,no,2819,no,no,cellular,7,aug,123,3,-1,0,unknown,no
43863,54,management,divorced,tertiary,no,496,no,no,cellular,2,jun,161,1,140,3,success,no
26557,34,self-employed,married,tertiary,no,1545,yes,no,cellular,20,nov,895,1,183,2,failure,no
34045,38,housemaid,married,primary,no,196,no,no,cellular,30,apr,574,1,-1,0,unknown,yes
19618,49,blue-collar,married,primary,no,0,yes,no,cellular,7,aug,76,3,-1,0,unknown,no
43211,26,admin.,single,tertiary,no,760,yes,no,cellular,4,mar,456,2,281,5,success,yes
31614,29,technician,married,secondary,no,-547,yes,yes,cellular,6,apr,225,1,-1,0,unknown,no
9880,44,management,married,tertiary,no,349,no,no,unknown,9,jun,58,1,-1,0,unknown,no
32596,28,entrepreneur,married,secondary,no,490,yes,no,cellular,17,apr,728,1,316,3,other,no
22843,42,technician,married,secondary,no,827,no,no,cellular,25,aug,153,3,-1,0,unknown,no
2802,54,blue-collar,married,secondary,no,1288,yes,no,unknown,14,may,170,1,-1,0,unknown,no
33500,34,blue-collar,married,secondary,no,745,yes,no,cellular,20,apr,400,5,332,4,failure,no
42496,34,management,married,tertiary,no,2037,no,no,cellular,15,dec,324,2,-1,0,unknown,yes
16104,34,blue-collar,divorced,secondary,no,2551,yes,yes,cellular,22,jul,1408,2,-1,0,unknown,no
33860,73,retired,married,primary,no,542,no,no,telephone,29,apr,107,5,-1,0,unknown,no
6910,29,admin.,married,secondary,no,5605,yes,no,unknown,28,may,117,2,-1,0,unknown,no
37203,50,management,married,secondary,no,42,yes,no,cellular,13,may,85,2,265,4,other,no
39563,30,management,single,tertiary,no,938,no,no,cellular,26,may,172,2,105,1,other,no
33574,40,management,single,tertiary,no,759,yes,no,telephone,20,apr,32,2,266,5,failure,no
20333,32,management,married,tertiary,no,1208,no,no,cellular,11,aug,221,3,-1,0,unknown,no
30210,53,admin.,married,secondary,no,264,yes,no,cellular,5,feb,159,1,-1,0,unknown,no
17973,51,technician,divorced,secondary,no,43,no,no,cellular,30,jul,220,2,-1,0,unknown,no
14470,39,blue-collar,married,secondary,no,498,yes,no,cellular,14,jul,149,4,-1,0,unknown,no
2382,30,technician,single,secondary,no,-208,yes,yes,unknown,13,may,108,1,-1,0,unknown,no
6961,30,blue-collar,married,primary,no,2607,yes,no,unknown,28,may,158,10,-1,0,unknown,no
31618,38,services,married,secondary,no,968,yes,no,cellular,6,apr,272,1,-1,0,unknown,no
33641,29,services,married,secondary,no,0,yes,yes,cellular,20,apr,204,3,-1,0,unknown,no
6054,38,blue-collar,married,primary,no,2366,yes,no,unknown,26,may,97,4,-1,0,unknown,no
6106,29,blue-collar,married,secondary,no,2776,yes,no,unknown,27,may,233,1,-1,0,unknown,no
12340,36,blue-collar,single,primary,no,367,no,no,unknown,26,jun,277,1,-1,0,unknown,no
37750,55,retired,married,primary,no,-966,no,yes,cellular,14,may,104,1,-1,0,unknown,no
22784,30,technician,single,tertiary,no,-266,no,yes,cellular,25,aug,66,4,-1,0,unknown,no
14676,32,technician,married,tertiary,no,4654,yes,yes,cellular,15,jul,134,2,-1,0,unknown,no
9314,47,unemployed,married,primary,no,122,no,yes,unknown,5,jun,240,3,-1,0,unknown,no
463,39,unemployed,married,primary,no,408,yes,no,unknown,6,may,53,1,-1,0,unknown,no
8146,60,entrepreneur,married,secondary,no,2525,yes,no,unknown,2,jun,94,4,-1,0,unknown,no
6746,34,services,married,secondary,no,1182,yes,no,unknown,28,may,124,1,-1,0,unknown,no
16098,50,blue-collar,married,secondary,no,2013,no,yes,cellular,22,jul,226,1,-1,0,unknown,no
41494,32,management,single,tertiary,no,2915,no,no,cellular,8,sep,519,1,131,2,failure,yes
41799,38,technician,married,tertiary,no,127,yes,no,cellular,14,oct,113,1,50,2,success,no
8881,49,blue-collar,married,primary,no,391,yes,no,unknown,4,jun,245,1,-1,0,unknown,no
1931,33,blue-collar,single,secondary,no,328,yes,no,unknown,9,may,142,2,-1,0,unknown,no
18283,27,technician,single,secondary,no,0,no,no,cellular,31,jul,13,3,-1,0,unknown,no
15634,33,unemployed,married,secondary,no,-12,no,yes,cellular,21,jul,77,2,-1,0,unknown,no
7919,35,blue-collar,married,primary,no,3587,yes,no,unknown,30,may,148,4,-1,0,unknown,no
43681,31,technician,single,secondary,no,1282,no,no,cellular,12,may,144,1,460,2,failure,no
12674,36,unemployed,divorced,primary,no,0,no,no,telephone,4,jul,304,3,-1,0,unknown,no
17545,53,blue-collar,married,unknown,no,5624,no,no,cellular,29,jul,153,2,-1,0,unknown,no
20441,30,housemaid,married,secondary,no,0,no,no,cellular,12,aug,91,2,-1,0,unknown,no
24207,47,housemaid,married,tertiary,no,228,yes,no,cellular,17,nov,80,1,118,1,failure,no
11253,47,technician,married,secondary,no,3478,no,no,unknown,18,jun,13,11,-1,0,unknown,no
15548,33,management,married,tertiary,no,255,yes,no,cellular,21,jul,75,2,-1,0,unknown,no
1062,30,technician,divorced,tertiary,no,-317,yes,no,unknown,7,may,381,2,-1,0,unknown,no
37568,44,services,divorced,secondary,no,206,yes,no,cellular,14,may,78,1,365,1,failure,no
6239,30,blue-collar,married,secondary,no,-269,yes,no,unknown,27,may,293,2,-1,0,unknown,no
11575,55,technician,married,primary,no,202,no,yes,unknown,19,jun,60,1,-1,0,unknown,no
34285,59,management,married,tertiary,no,3421,no,no,cellular,4,may,121,5,-1,0,unknown,no
16714,37,admin.,married,secondary,no,352,yes,no,cellular,24,jul,107,2,-1,0,unknown,no
7243,41,technician,married,tertiary,no,816,yes,yes,unknown,29,may,159,1,-1,0,unknown,no
3620,55,services,married,secondary,no,151,yes,no,unknown,15,may,88,2,-1,0,unknown,no
16965,59,retired,married,primary,no,-182,no,yes,cellular,25,jul,153,1,-1,0,unknown,no
15479,36,management,married,tertiary,no,625,yes,no,cellular,18,jul,1360,9,-1,0,unknown,yes
7819,27,services,single,secondary,no,2153,yes,no,unknown,30,may,256,6,-1,0,unknown,no
20924,56,blue-collar,married,primary,no,397,yes,no,cellular,13,aug,240,2,-1,0,unknown,no
14887,48,retired,single,primary,no,119,no,yes,cellular,16,jul,177,1,-1,0,unknown,no
26513,33,blue-collar,single,primary,no,785,yes,no,cellular,20,nov,139,1,-1,0,unknown,no
8309,41,admin.,married,secondary,no,-18,yes,yes,unknown,2,jun,83,6,-1,0,unknown,no
43950,32,technician,single,tertiary,no,705,no,no,cellular,17,jun,544,1,-1,0,unknown,yes
2291,57,blue-collar,married,primary,yes,0,yes,no,unknown,12,may,73,3,-1,0,unknown,no
9064,47,blue-collar,married,primary,no,421,yes,yes,unknown,5,jun,52,1,-1,0,unknown,no
8126,42,blue-collar,married,secondary,no,-21,no,no,unknown,2,jun,377,1,-1,0,unknown,no
13619,37,admin.,single,secondary,no,0,no,no,cellular,9,jul,397,6,-1,0,unknown,no
35206,43,admin.,married,secondary,no,544,yes,no,cellular,7,may,187,1,-1,0,unknown,no
13592,29,blue-collar,single,secondary,no,1958,yes,no,cellular,9,jul,643,1,-1,0,unknown,no
219,39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,-1,0,unknown,no
29144,34,unemployed,divorced,tertiary,no,182,yes,no,cellular,2,feb,170,1,-1,0,unknown,no
33071,24,blue-collar,single,secondary,no,-424,yes,no,cellular,20,apr,10,6,-1,0,unknown,no
28319,38,management,divorced,tertiary,no,1927,yes,yes,cellular,29,jan,527,1,-1,0,unknown,no
31070,27,self-employed,single,tertiary,no,970,yes,no,cellular,13,feb,55,2,-1,0,unknown,no
42885,30,services,married,tertiary,no,1019,no,no,cellular,4,feb,155,1,234,1,other,no
20830,35,technician,divorced,secondary,no,3549,yes,no,cellular,13,aug,250,4,-1,0,unknown,no
38638,27,technician,married,secondary,no,2460,yes,no,cellular,15,may,600,2,-1,0,unknown,no
17765,28,housemaid,single,primary,no,0,no,yes,cellular,29,jul,120,4,-1,0,unknown,no
35173,31,blue-collar,married,secondary,no,1326,yes,no,cellular,7,may,689,1,-1,0,unknown,no
14717,50,management,married,tertiary,no,2629,yes,no,telephone,15,jul,59,4,-1,0,unknown,no
1117,50,blue-collar,divorced,primary,no,149,yes,no,unknown,7,may,74,1,-1,0,unknown,no
9986,52,blue-collar,married,secondary,no,-519,yes,no,unknown,9,jun,442,8,-1,0,unknown,yes
21754,43,technician,divorced,secondary,no,0,no,no,cellular,19,aug,332,3,-1,0,unknown,no
9416,37,self-employed,single,tertiary,no,1004,yes,no,unknown,6,jun,377,3,-1,0,unknown,no
8353,39,blue-collar,single,primary,no,-360,yes,no,unknown,3,jun,209,2,-1,0,unknown,no
29669,40,unemployed,married,primary,no,-78,no,no,cellular,3,feb,2053,4,-1,0,unknown,no
24605,39,self-employed,married,tertiary,no,5,yes,no,cellular,17,nov,118,2,131,1,other,no
3288,47,blue-collar,married,primary,yes,-1385,yes,yes,unknown,15,may,77,1,-1,0,unknown,no
30934,27,management,single,tertiary,no,10,no,no,cellular,9,feb,17,3,-1,0,unknown,no
23102,36,entrepreneur,divorced,tertiary,no,219,no,no,cellular,26,aug,358,4,-1,0,unknown,no
39568,45,unemployed,married,secondary,no,1040,no,no,telephone,26,may,137,5,-1,0,unknown,no
35223,30,admin.,single,secondary,no,222,yes,no,cellular,7,may,455,1,-1,0,unknown,no
6607,39,technician,married,secondary,no,1427,yes,no,unknown,28,may,454,1,-1,0,unknown,no
45180,66,retired,married,secondary,no,3409,no,no,cellular,15,nov,414,2,27,6,failure,no
40725,47,unknown,married,unknown,no,677,no,no,cellular,7,aug,384,1,99,4,success,no
27536,43,admin.,divorced,secondary,no,738,yes,no,cellular,21,nov,585,4,191,4,failure,no
4793,35,blue-collar,married,secondary,no,592,yes,no,unknown,21,may,74,1,-1,0,unknown,no
12012,39,admin.,single,secondary,no,6512,no,no,unknown,20,jun,16,6,-1,0,unknown,no
22425,35,technician,married,secondary,no,19,no,no,cellular,22,aug,268,2,-1,0,unknown,no
32983,36,technician,single,tertiary,no,3241,yes,yes,cellular,17,apr,1184,2,-1,0,unknown,no
45176,54,admin.,married,secondary,no,66,yes,no,cellular,11,nov,167,1,-1,0,unknown,yes
27420,36,management,single,tertiary,no,7,no,no,unknown,21,nov,20,1,-1,0,unknown,no
10823,45,retired,divorced,secondary,no,1735,no,yes,unknown,17,jun,306,1,-1,0,unknown,no
11676,56,technician,married,tertiary,no,52,no,no,unknown,20,jun,191,3,-1,0,unknown,no
40002,46,technician,single,secondary,no,4367,yes,no,cellular,3,jun,65,1,96,1,failure,no
42541,30,unemployed,divorced,secondary,no,7105,no,no,cellular,22,dec,321,2,-1,0,unknown,yes
23907,32,management,married,tertiary,no,500,no,yes,cellular,29,aug,107,2,-1,0,unknown,no
7300,53,blue-collar,married,unknown,no,1202,yes,no,unknown,29,may,332,2,-1,0,unknown,no
744,45,blue-collar,married,unknown,no,248,yes,no,unknown,6,may,88,5,-1,0,unknown,no
24249,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,no
34027,28,blue-collar,married,secondary,no,4287,no,no,cellular,30,apr,171,1,-1,0,unknown,no
7908,38,unemployed,divorced,secondary,no,0,yes,no,unknown,30,may,281,4,-1,0,unknown,no
6573,56,admin.,married,secondary,no,292,yes,no,unknown,28,may,228,9,-1,0,unknown,no
6318,49,technician,married,secondary,no,-353,yes,yes,unknown,27,may,123,2,-1,0,unknown,no
39427,57,technician,married,secondary,no,573,yes,yes,cellular,22,may,105,2,-1,0,unknown,no
35555,46,technician,divorced,secondary,no,-154,yes,no,cellular,7,may,215,2,294,1,failure,no
29907,35,self-employed,married,tertiary,no,7990,yes,no,cellular,4,feb,357,1,-1,0,unknown,no
32788,32,technician,single,tertiary,no,-109,yes,yes,cellular,17,apr,419,1,-1,0,unknown,no
27884,49,unemployed,married,primary,no,213,no,no,cellular,28,jan,60,1,-1,0,unknown,no
3176,50,technician,married,tertiary,no,2938,yes,no,unknown,15,may,170,5,-1,0,unknown,no
8913,31,admin.,married,secondary,no,454,yes,no,unknown,4,jun,119,1,-1,0,unknown,no
5783,45,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,745,4,-1,0,unknown,yes
12292,47,retired,married,primary,no,-468,no,yes,unknown,25,jun,268,1,-1,0,unknown,no
31209,62,unknown,married,secondary,no,367,no,no,telephone,2,mar,139,5,-1,0,unknown,no
24275,34,blue-collar,married,secondary,no,751,yes,yes,cellular,17,nov,1303,1,-1,0,unknown,yes
33545,35,blue-collar,single,secondary,no,218,yes,no,cellular,20,apr,93,4,-1,0,unknown,no
35593,45,blue-collar,divorced,secondary,no,-184,yes,no,cellular,7,may,878,3,170,5,failure,yes
17005,56,housemaid,married,primary,no,871,no,no,telephone,25,jul,149,1,-1,0,unknown,no
781,47,blue-collar,married,secondary,no,1001,yes,no,unknown,7,may,201,4,-1,0,unknown,no
30283,40,blue-collar,single,primary,no,-187,yes,no,cellular,5,feb,160,1,-1,0,unknown,no
28487,27,services,married,secondary,no,834,no,no,cellular,29,jan,265,2,-1,0,unknown,no
28710,36,technician,single,secondary,no,98,no,no,cellular,30,jan,771,1,-1,0,unknown,yes
14595,43,management,married,tertiary,no,348,no,yes,cellular,15,jul,88,3,-1,0,unknown,no
38595,39,services,single,secondary,no,315,yes,no,cellular,15,may,14,3,-1,0,unknown,no
38523,29,blue-collar,married,secondary,no,-114,yes,no,cellular,15,may,132,2,359,2,failure,no
26119,30,technician,single,secondary,no,383,yes,yes,cellular,19,nov,145,3,-1,0,unknown,no
184,36,admin.,married,tertiary,no,211,yes,no,unknown,5,may,146,2,-1,0,unknown,no
25157,48,management,single,tertiary,no,648,yes,no,cellular,18,nov,290,1,110,2,failure,no
9555,59,retired,married,secondary,no,444,yes,no,unknown,6,jun,137,1,-1,0,unknown,no
39509,33,management,married,secondary,no,369,no,no,cellular,25,may,115,2,103,1,success,no
35126,22,blue-collar,married,secondary,no,223,yes,no,cellular,6,may,268,1,344,1,failure,no
714,40,admin.,single,unknown,no,419,yes,no,unknown,6,may,112,3,-1,0,unknown,no
32312,44,management,married,primary,no,294,no,no,cellular,16,apr,165,3,-1,0,unknown,yes
44652,33,entrepreneur,single,tertiary,no,1623,yes,no,cellular,2,sep,291,3,-1,0,unknown,yes
7099,45,management,single,tertiary,no,2571,yes,no,unknown,29,may,54,1,-1,0,unknown,no
30774,34,services,married,secondary,no,196,no,no,cellular,6,feb,59,3,-1,0,unknown,no
18185,53,management,divorced,tertiary,yes,0,yes,yes,cellular,30,jul,75,5,-1,0,unknown,no
11392,55,blue-collar,married,secondary,no,5874,no,no,unknown,19,jun,229,1,-1,0,unknown,no
1030,37,management,married,tertiary,no,308,yes,no,unknown,7,may,96,3,-1,0,unknown,no
40206,33,self-employed,single,tertiary,no,1129,yes,no,cellular,8,jun,84,2,-1,0,unknown,no
35685,42,blue-collar,divorced,primary,no,28,yes,no,cellular,8,may,213,5,-1,0,unknown,no
37619,31,admin.,single,secondary,no,1270,yes,no,cellular,14,may,291,1,364,1,other,no
36738,37,blue-collar,married,secondary,no,3420,yes,no,cellular,12,may,77,1,301,2,failure,no
35395,32,management,married,tertiary,no,1544,yes,no,cellular,7,may,265,1,-1,0,unknown,no
18833,30,self-employed,single,tertiary,no,663,no,no,cellular,4,aug,222,1,-1,0,unknown,no
5488,40,services,married,secondary,no,-212,yes,yes,unknown,23,may,54,1,-1,0,unknown,no
43917,30,unemployed,single,tertiary,no,4082,no,no,telephone,14,jun,215,1,459,17,other,no
29698,45,management,married,tertiary,no,1199,no,no,telephone,3,feb,221,2,-1,0,unknown,no
6351,44,services,married,secondary,no,-230,yes,yes,unknown,27,may,99,1,-1,0,unknown,no
43969,32,technician,married,tertiary,no,903,yes,no,cellular,23,jun,181,1,320,1,other,no
4223,46,blue-collar,married,secondary,no,679,yes,no,unknown,19,may,723,1,-1,0,unknown,no
17357,34,self-employed,married,tertiary,no,97,yes,no,cellular,28,jul,102,6,-1,0,unknown,no
11004,56,retired,married,primary,no,1126,no,no,unknown,17,jun,39,3,-1,0,unknown,no
21187,58,retired,divorced,secondary,yes,-397,no,yes,cellular,14,aug,386,1,-1,0,unknown,no
29973,51,housemaid,married,primary,no,618,yes,yes,cellular,4,feb,69,1,-1,0,unknown,no
3189,42,housemaid,single,primary,no,5774,yes,no,unknown,15,may,54,2,-1,0,unknown,no
19349,56,retired,married,primary,no,334,no,no,cellular,6,aug,128,2,-1,0,unknown,no
42198,79,retired,married,secondary,no,2661,no,no,cellular,10,nov,254,5,-1,0,unknown,yes
41872,47,blue-collar,married,secondary,no,820,no,no,cellular,19,oct,98,1,-1,0,unknown,yes
3518,59,retired,married,primary,no,1423,yes,no,unknown,15,may,584,2,-1,0,unknown,no
9977,40,unemployed,single,secondary,no,6,no,no,unknown,9,jun,134,3,-1,0,unknown,no
3280,57,retired,married,primary,no,3123,yes,no,unknown,15,may,178,1,-1,0,unknown,no
21758,36,management,married,tertiary,no,85,no,no,cellular,19,aug,249,3,-1,0,unknown,no
3903,56,retired,divorced,secondary,no,4166,yes,no,unknown,16,may,378,1,-1,0,unknown,no
30312,41,management,married,tertiary,no,13874,no,no,cellular,5,feb,255,1,234,2,other,no
42425,61,management,married,tertiary,no,0,yes,yes,cellular,7,dec,85,2,-1,0,unknown,no
39718,39,blue-collar,single,secondary,no,254,no,no,cellular,27,may,128,4,-1,0,unknown,no
18524,37,services,married,secondary,no,0,yes,yes,cellular,31,jul,187,2,-1,0,unknown,no
38764,29,technician,single,secondary,no,-2,yes,yes,cellular,18,may,9,5,-1,0,unknown,no
38204,30,admin.,single,secondary,no,278,yes,no,cellular,15,may,148,1,-1,0,unknown,no
1032,37,technician,married,tertiary,no,16,yes,yes,unknown,7,may,153,3,-1,0,unknown,no
12352,55,entrepreneur,married,tertiary,no,625,no,no,unknown,26,jun,48,4,-1,0,unknown,no
38170,30,services,single,secondary,no,140,yes,no,cellular,15,may,760,1,-1,0,unknown,yes
26859,52,management,married,tertiary,no,7900,yes,no,cellular,20,nov,90,2,-1,0,unknown,no
4242,43,blue-collar,married,secondary,no,1071,yes,no,unknown,19,may,411,1,-1,0,unknown,no
21216,51,technician,married,secondary,no,47,no,no,cellular,18,aug,54,4,-1,0,unknown,no
43370,30,self-employed,single,tertiary,no,916,no,no,cellular,29,mar,92,2,90,2,success,yes
2390,28,blue-collar,married,primary,no,286,yes,no,unknown,13,may,237,1,-1,0,unknown,no
37900,32,blue-collar,married,secondary,no,169,yes,no,cellular,14,may,291,2,-1,0,unknown,no
35632,57,management,divorced,tertiary,no,52,yes,no,cellular,8,may,40,3,359,8,other,no
12569,60,blue-collar,married,primary,no,241,no,yes,unknown,3,jul,100,3,-1,0,unknown,no
5012,40,services,divorced,secondary,no,0,no,no,unknown,21,may,111,4,-1,0,unknown,no
5236,35,blue-collar,married,primary,no,994,yes,no,unknown,23,may,1349,8,-1,0,unknown,yes
25152,50,blue-collar,married,secondary,no,1984,yes,no,telephone,18,nov,212,3,-1,0,unknown,no
14141,35,admin.,single,secondary,no,141,no,no,cellular,11,jul,146,2,-1,0,unknown,no
18984,48,technician,married,secondary,no,3069,no,no,cellular,4,aug,597,2,-1,0,unknown,no
24143,40,blue-collar,married,secondary,no,5060,no,no,unknown,9,nov,299,1,-1,0,unknown,yes
37,53,technician,married,secondary,no,-3,no,no,unknown,5,may,1666,1,-1,0,unknown,no
11165,57,blue-collar,married,secondary,no,773,yes,yes,unknown,18,jun,97,8,-1,0,unknown,no
4231,48,blue-collar,married,secondary,no,841,yes,no,unknown,19,may,215,1,-1,0,unknown,no
33804,27,management,single,tertiary,no,88,no,no,cellular,24,apr,65,2,-1,0,unknown,no
34466,36,blue-collar,married,primary,no,378,yes,no,cellular,5,may,1240,1,-1,0,unknown,yes
30182,34,services,single,primary,no,496,yes,no,cellular,5,feb,173,1,-1,0,unknown,no
26520,31,management,single,tertiary,no,16,no,no,cellular,20,nov,73,1,-1,0,unknown,no
18057,50,entrepreneur,married,secondary,no,1011,yes,no,telephone,30,jul,340,2,-1,0,unknown,no
15369,57,technician,divorced,secondary,no,1244,yes,no,cellular,18,jul,383,1,-1,0,unknown,no
26808,31,management,single,tertiary,no,-208,yes,yes,cellular,20,nov,251,4,-1,0,unknown,no
29380,59,entrepreneur,divorced,secondary,no,0,no,yes,cellular,2,feb,69,2,-1,0,unknown,no
5057,32,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,yes
